id,labels,sentences,PROPN,PROPN+NOUN,PROPN+*+NOUN,PROPN+*+$ORG,PROPN+$ORG,PROPN|NUM,PROPN|NUM+NOUN,PROPN|NUM+*+NOUN,PROPN|NUM|[price],PROPN|[price],PROPN|[price]|NUM,PROPN|[price]|$MONEY,PROPN|[price]|$MONEY|NUM,PROPN|[price]|$MONEY|$PERCENT,PROPN|[price]|$PERCENT,PROPN|[price]|$PERCENT|NUM,PROPN|[price]|$PERCENT|$MONEY,PROPN|$MONEY,PROPN|$MONEY+NOUN,PROPN|$MONEY+*+NOUN,PROPN|$MONEY|NUM,PROPN|$MONEY|NUM+NOUN,PROPN|$MONEY|NUM+*+NOUN,PROPN|$MONEY|NUM|[price],PROPN|$MONEY|[price],PROPN|$MONEY|[price]|NUM,PROPN|$MONEY|[price]|$PERCENT,PROPN|$MONEY|$PERCENT,PROPN|$MONEY|$PERCENT+NOUN,PROPN|$MONEY|$PERCENT+*+NOUN,PROPN|$MONEY|$PERCENT|[price],PROPN|$PERCENT,PROPN|$PERCENT+NOUN,PROPN|$PERCENT+*+NOUN,PROPN|$PERCENT|NUM,PROPN|$PERCENT|NUM+NOUN,PROPN|$PERCENT|NUM+*+NOUN,PROPN|$PERCENT|NUM|[price],PROPN|$PERCENT|[price],PROPN|$PERCENT|[price]|NUM,PROPN|$PERCENT|[price]|$MONEY,PROPN|$PERCENT|$MONEY,PROPN|$PERCENT|$MONEY+NOUN,PROPN|$PERCENT|$MONEY+*+NOUN,PROPN|$PERCENT|$MONEY|[price],NUM,NUM+NOUN,NUM+NOUN|ADV,NUM+ADV,NUM+ADV|$MONEY,NUM+ADV|$MONEY|NOUN,NUM+ADV|$MONEY|$PERCENT,NUM+ADV|$PERCENT,NUM+ADV|$PERCENT|NOUN,NUM+ADV|$PERCENT|$MONEY,NUM+*+NOUN,NUM+*+NOUN|ADV,NUM+*+ADV,NUM+*+ADV|$MONEY,NUM+*+ADV|$MONEY|NOUN,NUM+*+ADV|$MONEY|$PERCENT,NUM+*+ADV|$PERCENT,NUM+*+ADV|$PERCENT|NOUN,NUM+*+ADV|$PERCENT|$MONEY,NUM+*+$MONEY,NUM+*+$MONEY|NOUN,NUM+*+$MONEY|$PERCENT,NUM+*+$PERCENT,NUM+*+$PERCENT|NOUN,NUM+*+$PERCENT|NOUN+ADV,NUM+$MONEY,NUM+$MONEY|NOUN,NUM+$MONEY|$PERCENT,NUM+$PERCENT,NUM+$PERCENT|NOUN,NUM+$PERCENT|NOUN+ADV,NUM+$PERCENT|NOUN+*+ADV,NUM|[price],[price],[price]+AUX,[price]+*+PRON|VERB,[price]+*+PRON|VERB|PROPN,[price]+*+PRON|VERB|PROPN|ADJ,[price]+*+PRON|VERB|PROPN|AUX,[price]+*+PRON|VERB|ADJ,[price]+*+PRON|VERB|ADJ|PROPN,[price]+*+PRON|VERB|AUX,[price]+*+PRON|VERB|AUX|PROPN,[price]+*+PRON|PROPN,[price]+*+PRON|PROPN|VERB,[price]+*+PRON|PROPN|VERB|ADJ,[price]+*+PRON|PROPN|VERB|AUX,[price]+*+PRON|PROPN|ADJ,[price]+*+PRON|PROPN|ADJ|VERB,[price]+*+PRON|PROPN|AUX,[price]+*+PRON|PROPN|AUX|VERB,[price]+*+PRON,[price]+*+PRON|ADJ,[price]+*+PRON|ADJ|VERB,[price]+*+PRON|ADJ|VERB|PROPN,[price]+*+PRON|ADJ|PROPN,[price]+*+PRON|ADJ|PROPN|VERB,[price]+*+PRON|AUX,[price]+*+PRON|AUX|VERB,[price]+*+PRON|AUX|VERB|PROPN,[price]+*+PRON|AUX|PROPN,[price]+*+PRON|AUX|PROPN|VERB,[price]+*+VERB|PROPN,[price]+*+VERB|PROPN|ADJ,[price]+*+VERB|PROPN|AUX,[price]+*+VERB,[price]+*+VERB|ADJ,[price]+*+VERB|ADJ|PROPN,[price]+*+VERB|AUX,[price]+*+VERB|AUX|PROPN,[price]+*+PROPN,[price]+*+PROPN|ADJ,[price]+*+PROPN|AUX,[price]+*+ADJ,[price]+*+AUX,[price]|$MONEY,[price]|$MONEY|NUM,[price]|$MONEY|$PERCENT,[price]|$ORG,[price]|$ORG+*+PROPN,[price]|$ORG|PROPN,[price]|$ORG|PROPN|NUM,[price]|$ORG|PROPN|$MONEY,[price]|$ORG|PROPN|$MONEY|NUM,[price]|$ORG|PROPN|$MONEY|$PERCENT,[price]|$ORG|PROPN|$PERCENT,[price]|$ORG|PROPN|$PERCENT|NUM,[price]|$ORG|PROPN|$PERCENT|$MONEY,[price]|$ORG|NUM,[price]|$ORG|$MONEY,[price]|$ORG|$MONEY|NUM,[price]|$ORG|$MONEY|$PERCENT,[price]|$ORG|$PERCENT,[price]|$ORG|$PERCENT|PROPN,[price]|$ORG|$PERCENT|PROPN|NUM,[price]|$ORG|$PERCENT|PROPN|$MONEY,[price]|$ORG|$PERCENT|NUM,[price]|$ORG|$PERCENT|$MONEY,[price]|$PERCENT,[price]|$PERCENT|NUM,[price]|$PERCENT|$MONEY,[price]|$PERCENT|$ORG,[price]|$PERCENT|$ORG|PROPN,[price]|$PERCENT|$ORG|PROPN|NUM,[price]|$PERCENT|$ORG|PROPN|$MONEY,[price]|$PERCENT|$ORG|NUM,[price]|$PERCENT|$ORG|$MONEY,$MONEY,$MONEY+NOUN,$MONEY+NOUN|ADV,$MONEY+ADV,$MONEY+*+NOUN,$MONEY+*+NOUN|ADV,$MONEY+*+ADV,$MONEY|NUM,$MONEY|NUM+NOUN,$MONEY|NUM+NOUN|ADV,$MONEY|NUM+ADV,$MONEY|NUM+*+NOUN,$MONEY|NUM+*+NOUN|ADV,$MONEY|NUM+*+ADV,$MONEY|$PERCENT,$MONEY|$PERCENT+NOUN,$MONEY|$PERCENT+NOUN|ADV,$MONEY|$PERCENT+ADV,$MONEY|$PERCENT+*+NOUN,$MONEY|$PERCENT+*+NOUN|ADV,$MONEY|$PERCENT+*+ADV,$ORG,$ORG|PROPN,$ORG|PROPN+NOUN,$ORG|PROPN+*+NOUN,$ORG|PROPN|NUM,$ORG|PROPN|NUM+NOUN,$ORG|PROPN|NUM+*+NOUN,$ORG|PROPN|$MONEY,$ORG|PROPN|$MONEY+NOUN,$ORG|PROPN|$MONEY+*+NOUN,$ORG|PROPN|$MONEY|NUM,$ORG|PROPN|$MONEY|NUM+NOUN,$ORG|PROPN|$MONEY|NUM+*+NOUN,$ORG|PROPN|$MONEY|$PERCENT,$ORG|PROPN|$MONEY|$PERCENT+NOUN,$ORG|PROPN|$MONEY|$PERCENT+*+NOUN,$ORG|PROPN|$PERCENT,$ORG|PROPN|$PERCENT+NOUN,$ORG|PROPN|$PERCENT+*+NOUN,$ORG|PROPN|$PERCENT|NUM,$ORG|PROPN|$PERCENT|NUM+NOUN,$ORG|PROPN|$PERCENT|NUM+*+NOUN,$ORG|PROPN|$PERCENT|$MONEY,$ORG|PROPN|$PERCENT|$MONEY+NOUN,$ORG|PROPN|$PERCENT|$MONEY+*+NOUN,$ORG|NUM,$ORG|NUM+NOUN,$ORG|NUM+*+NOUN,$ORG|NUM|PROPN,$ORG|NUM|PROPN+NOUN,$ORG|NUM|PROPN+*+NOUN,$ORG|NUM|PROPN|[price],$ORG|$MONEY,$ORG|$MONEY+NOUN,$ORG|$MONEY+*+NOUN,$ORG|$MONEY|PROPN,$ORG|$MONEY|PROPN+NOUN,$ORG|$MONEY|PROPN+*+NOUN,$ORG|$MONEY|PROPN|NUM,$ORG|$MONEY|PROPN|NUM+NOUN,$ORG|$MONEY|PROPN|NUM+*+NOUN,$ORG|$MONEY|PROPN|NUM|[price],$ORG|$MONEY|PROPN|[price],$ORG|$MONEY|PROPN|[price]|NUM,$ORG|$MONEY|PROPN|[price]|$PERCENT,$ORG|$MONEY|PROPN|$PERCENT,$ORG|$MONEY|PROPN|$PERCENT+NOUN,$ORG|$MONEY|PROPN|$PERCENT+*+NOUN,$ORG|$MONEY|PROPN|$PERCENT|[price],$ORG|$MONEY|NUM,$ORG|$MONEY|NUM+NOUN,$ORG|$MONEY|NUM+*+NOUN,$ORG|$MONEY|NUM|PROPN,$ORG|$MONEY|NUM|PROPN+NOUN,$ORG|$MONEY|NUM|PROPN+*+NOUN,$ORG|$MONEY|NUM|PROPN|[price],$ORG|$MONEY|$PERCENT,$ORG|$MONEY|$PERCENT+NOUN,$ORG|$MONEY|$PERCENT+*+NOUN,$ORG|$MONEY|$PERCENT|PROPN,$ORG|$MONEY|$PERCENT|PROPN+NOUN,$ORG|$MONEY|$PERCENT|PROPN+*+NOUN,$ORG|$MONEY|$PERCENT|PROPN|[price],$ORG|$PERCENT,$ORG|$PERCENT|PROPN,$ORG|$PERCENT|PROPN+NOUN,$ORG|$PERCENT|PROPN+*+NOUN,$ORG|$PERCENT|PROPN|NUM,$ORG|$PERCENT|PROPN|NUM+NOUN,$ORG|$PERCENT|PROPN|NUM+*+NOUN,$ORG|$PERCENT|PROPN|$MONEY,$ORG|$PERCENT|PROPN|$MONEY+NOUN,$ORG|$PERCENT|PROPN|$MONEY+*+NOUN,$ORG|$PERCENT|NUM,$ORG|$PERCENT|NUM+NOUN,$ORG|$PERCENT|NUM+*+NOUN,$ORG|$PERCENT|NUM|PROPN,$ORG|$PERCENT|NUM|PROPN+NOUN,$ORG|$PERCENT|NUM|PROPN+*+NOUN,$ORG|$PERCENT|NUM|PROPN|[price],$ORG|$PERCENT|$MONEY,$ORG|$PERCENT|$MONEY+NOUN,$ORG|$PERCENT|$MONEY+*+NOUN,$ORG|$PERCENT|$MONEY|PROPN,$ORG|$PERCENT|$MONEY|PROPN+NOUN,$ORG|$PERCENT|$MONEY|PROPN+*+NOUN,$ORG|$PERCENT|$MONEY|PROPN|[price],$PERCENT,$PERCENT+ADV,$PERCENT+ADV|NOUN,$PERCENT+*+ADV,$PERCENT+*+ADV|NOUN,$PERCENT|NUM,$PERCENT|NUM+NOUN,$PERCENT|NUM+NOUN|ADV,$PERCENT|NUM+ADV,$PERCENT|NUM+*+NOUN,$PERCENT|NUM+*+NOUN|ADV,$PERCENT|NUM+*+ADV
ss295,0,"My only prior complaint was the cramped space , but since the recent expansion , this is no longer an issue . ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ss98,0,The server ( Scottie ) I think was trying to hard to be funny and came across as rude and careless in my opinion . ,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ss35,0,slow but courteous . ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ss23,0,The servers were a bit confused ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ss116,0,The main squeeze was definitely the value and quality of our meal . ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ss148,0,the waiter was friendly and helpful ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ss40,0,They are open Friday - Sunday . ,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ss119,0,The ladies that work here are all so friendly ! ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ss51,0,"My other dining companions seemed pleased with their food ( one ordered a veal marsala that I did not try and the other - my favorite - ordered off the menu , actually , a request they were kind enough to accommodate - it was gnocchi caprese with pesto sauce instead of tomato sauce , and it was gooeyyummydelicious ) ! ",1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ss194,0,"They do n't fill up your ice cream because they say they leave room so you can take your cap off , what about the big hole in the center of the lid ? ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ss142,0,Reception hung up on me multiple times and would not listen . ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ss232,0,When I called to ask for a refund they said they were unable to and then tried to charge my card without my permission . ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ss186,0,"The place was beautiful , immaculately clean , comfortable bedding ( lovely sheets ) and breakfast was delicious . ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ss83,0,"Do not eat here , it is unsanitary . ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ss189,0,Appointment was quick and the staff was incredibly friendly . ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
